"No.","Time","Source","Destination","Protocol","Length","Info"
"1080","44.495906","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1081","44.787028","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=911869 Win=63712 Len=0 TSval=46738518 TSecr=595550795"
"1082","44.787094","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=914765 Win=63712 Len=0 TSval=46738519 TSecr=595550796"
"1083","44.787184","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=917661 Win=63712 Len=0 TSval=46738520 TSecr=595550796"
"1084","44.788436","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1085","44.789690","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1086","44.790986","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1087","44.791044","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=920557 Win=63712 Len=0 TSval=46738520 TSecr=595550796"
"1088","44.791141","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=923453 Win=63712 Len=0 TSval=46738520 TSecr=595550796"
"1089","44.791241","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=925204 Win=63712 Len=0 TSval=46738520 TSecr=595550796"
"1090","44.791372","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=928100 Win=63712 Len=0 TSval=46738521 TSecr=595550796"
"1091","44.791445","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=929300 Win=63712 Len=0 TSval=46738521 TSecr=595550796"
"1092","44.791519","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=932196 Win=63712 Len=0 TSval=46738521 TSecr=595550796"
"1093","44.792857","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1094","44.794088","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1095","44.795324","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1096","44.796562","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1097","44.797801","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1098","44.799034","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1099","44.800270","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1100","44.801505","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1101","44.802740","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1102","44.803977","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1103","44.805211","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1104","44.806450","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1105","44.807689","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1106","45.209410","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=935092 Win=63712 Len=0 TSval=46738550 TSecr=595550827"
"1107","45.210778","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1108","45.210840","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=937988 Win=63712 Len=0 TSval=46738550 TSecr=595550827"
"1109","45.212116","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1110","45.213466","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1111","45.214720","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1112","45.214782","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=940884 Win=63712 Len=0 TSval=46738550 TSecr=595550827"
"1113","45.214856","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=943780 Win=63712 Len=0 TSval=46738550 TSecr=595550827"
"1114","45.214930","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=946676 Win=63712 Len=0 TSval=46738551 TSecr=595550827"
"1115","45.216180","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1116","45.217410","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1117","45.218652","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1118","45.219882","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1119","45.221117","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1120","45.222359","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1121","45.393728","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=949572 Win=63712 Len=0 TSval=46738551 TSecr=595550827"
"1122","45.395125","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1123","45.395207","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=952468 Win=63712 Len=0 TSval=46738552 TSecr=595550827"
"1124","45.395303","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=955364 Win=63712 Len=0 TSval=46738552 TSecr=595550827"
"1125","45.396549","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1126","45.397781","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1127","45.399016","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1128","45.400251","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1129","45.401486","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1130","45.402722","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1131","45.425023","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=958260 Win=63712 Len=0 TSval=46738592 TSecr=595550869"
"1132","45.426371","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1133","45.427614","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1134","45.473845","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=961156 Win=63712 Len=0 TSval=46738593 TSecr=595550869"
"1135","45.473913","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=964052 Win=63712 Len=0 TSval=46738593 TSecr=595550869"
"1136","45.473986","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=966948 Win=63712 Len=0 TSval=46738593 TSecr=595550869"
"1137","45.475357","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1138","45.476613","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1139","45.477876","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1140","45.479131","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1141","45.480428","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1142","45.481056","192.150.187.11","146.164.69.8","HTTP","676","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1143","45.482140","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=969844 Win=63712 Len=0 TSval=46738594 TSecr=595550869"
"1144","45.483476","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1145","45.484712","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1146","45.627694","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=972740 Win=63712 Len=0 TSval=46738610 TSecr=595550887"
"1147","45.627868","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=975636 Win=63712 Len=0 TSval=46738611 TSecr=595550887"
"1148","45.627953","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=978532 Win=63712 Len=0 TSval=46738611 TSecr=595550887"
"1149","45.629200","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1150","45.629410","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=981428 Win=63712 Len=0 TSval=46738613 TSecr=595550887"
"1151","45.630886","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1152","45.632115","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1153","45.633351","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1154","45.634588","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1155","45.635824","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1156","45.637061","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1157","45.638297","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1158","45.639533","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1159","45.646369","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=982876 Win=63712 Len=0 TSval=46738617 TSecr=595550890"
"1160","45.647729","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1161","45.672257","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=985772 Win=63712 Len=0 TSval=46738618 TSecr=595550895"
"1162","45.673586","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1163","45.674822","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1164","45.837903","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=988668 Win=63712 Len=0 TSval=46738618 TSecr=595550895"
"1165","45.839257","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1166","45.840516","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1167","45.840578","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=990740 Win=63712 Len=0 TSval=46738619 TSecr=595550895"
"1168","45.840646","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=993636 Win=63712 Len=0 TSval=46738619 TSecr=595550896"
"1169","45.841974","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1170","45.843210","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1171","45.844445","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1172","46.079239","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=996532 Win=63712 Len=0 TSval=46738636 TSecr=595550911"
"1173","46.079311","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=999428 Win=63712 Len=0 TSval=46738636 TSecr=595550911"
"1174","46.080596","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1175","46.081832","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1176","46.083068","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1177","46.084325","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1178","46.084387","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1002324 Win=63712 Len=0 TSval=46738637 TSecr=595550911"
"1179","46.084461","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1005220 Win=63712 Len=0 TSval=46738637 TSecr=595550911"
"1180","46.084531","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1008116 Win=63712 Len=0 TSval=46738638 TSecr=595550911"
"1181","46.085860","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1182","46.087284","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1183","46.088579","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1184","46.089836","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1185","46.091137","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1186","46.092372","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1187","46.093602","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1188","46.095131","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1011012 Win=63712 Len=0 TSval=46738641 TSecr=595550915"
"1189","46.095204","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1013908 Win=63712 Len=0 TSval=46738657 TSecr=595550932"
"1190","46.095277","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1016804 Win=63712 Len=0 TSval=46738657 TSecr=595550932"
"1191","46.095395","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1018252 Win=63712 Len=0 TSval=46738661 TSecr=595550932"
"1192","46.096643","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1193","46.097882","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1194","46.099115","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1195","46.100345","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1196","46.101581","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1197","46.102817","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1198","46.103362","192.150.187.11","146.164.69.8","HTTP","652","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1199","46.287314","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1021148 Win=63712 Len=0 TSval=46738680 TSecr=595550956"
"1200","46.288686","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1201","46.289918","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1202","46.291160","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1203","46.476718","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1024044 Win=63712 Len=0 TSval=46738681 TSecr=595550956"
"1204","46.476784","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1026940 Win=63712 Len=0 TSval=46738681 TSecr=595550956"
"1205","46.476875","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1029836 Win=63712 Len=0 TSval=46738682 TSecr=595550956"
"1206","46.477004","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1032732 Win=63712 Len=0 TSval=46738682 TSecr=595550956"
"1207","46.477128","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1035628 Win=63712 Len=0 TSval=46738682 TSecr=595550956"
"1208","46.477200","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1038524 Win=63712 Len=0 TSval=46738683 TSecr=595550957"
"1209","46.477278","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1041420 Win=63712 Len=0 TSval=46738683 TSecr=595550957"
"1210","46.477375","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1043468 Win=63712 Len=0 TSval=46738683 TSecr=595550957"
"1211","46.478686","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1212","46.479919","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1213","46.481153","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1214","46.482416","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1215","46.483180","192.150.187.11","146.164.69.8","HTTP","900","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1216","46.484510","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1217","46.484879","192.150.187.11","146.164.69.8","HTTP","428","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1218","46.486119","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1219","46.487351","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1220","46.488390","192.150.187.11","146.164.69.8","HTTP","1252","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1221","46.489623","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1222","46.490165","192.150.187.11","146.164.69.8","HTTP","652","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1223","46.491408","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1224","46.492640","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1225","46.493286","192.150.187.11","146.164.69.8","HTTP","772","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1226","46.494521","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1227","46.495756","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1228","46.496993","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1229","46.519477","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1046364 Win=63712 Len=0 TSval=46738699 TSecr=595550977"
"1230","46.519546","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1047812 Win=63712 Len=0 TSval=46738704 TSecr=595550977"
"1231","46.520840","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1232","46.522066","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1233","46.523301","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1234","46.670505","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1050708 Win=63712 Len=0 TSval=46738719 TSecr=595550996"
"1235","46.671860","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1236","46.671948","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1053604 Win=63712 Len=0 TSval=46738719 TSecr=595550996"
"1237","46.673197","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1238","46.673383","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1054452 Win=63712 Len=0 TSval=46738719 TSecr=595550996"
"1239","46.674653","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1240","46.675888","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1241","46.677128","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1242","46.677748","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1056276 Win=63712 Len=0 TSval=46738720 TSecr=595550996"
"1243","46.679077","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1244","46.778511","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1059172 Win=63712 Len=0 TSval=46738720 TSecr=595550996"
"1245","46.779873","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1246","46.781108","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1247","46.869766","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1060372 Win=63712 Len=0 TSval=46738720 TSecr=595550996"
"1248","46.871115","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1249","46.890577","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1062420 Win=63712 Len=0 TSval=46738720 TSecr=595550996"
"1250","46.890647","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1065316 Win=63712 Len=0 TSval=46738721 TSecr=595550996"
"1251","46.890720","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1066036 Win=63712 Len=0 TSval=46738721 TSecr=595550996"
"1252","46.892056","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1253","46.893307","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1254","46.893393","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1068932 Win=63712 Len=0 TSval=46738721 TSecr=595550996"
"1255","46.893527","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1071828 Win=63712 Len=0 TSval=46738723 TSecr=595550996"
"1256","46.893596","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1074724 Win=63712 Len=0 TSval=46738723 TSecr=595551000"
"1257","46.894841","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1258","46.895210","192.150.187.11","146.164.69.8","HTTP","428","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1259","46.896448","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1260","46.896555","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1077620 Win=63712 Len=0 TSval=46738738 TSecr=595551015"
"1261","46.896713","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1080516 Win=63712 Len=0 TSval=46738738 TSecr=595551015"
"1262","46.896788","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1083412 Win=63712 Len=0 TSval=46738739 TSecr=595551015"
"1263","46.898646","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1264","46.899876","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1265","46.901112","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1266","46.902348","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1267","46.903587","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1268","46.904511","192.150.187.11","146.164.69.8","HTTP","1124","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1269","46.905746","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1270","46.906983","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1271","46.908223","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1272","46.909453","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1273","46.910688","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1274","46.911930","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1275","46.986097","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1086308 Win=63712 Len=0 TSval=46738750 TSecr=595551026"
"1276","46.987437","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1277","46.988673","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1278","47.334752","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1092476 Win=63712 Len=0 TSval=46738765 TSecr=595551037"
"1279","47.336131","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1280","47.336597","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1095372 Win=63712 Len=0 TSval=46738765 TSecr=595551037"
"1281","47.336729","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1098268 Win=63712 Len=0 TSval=46738765 TSecr=595551037"
"1282","47.338520","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1283","47.339879","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1284","47.341175","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
